ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
4.0,1.5,2.7,2.5,0.9,42.9,19.4,2.2,4.1,213.4,ギャレット,西武,49.3,2021,39,1
3.63,1.28,2.7,3.3,1.0,45.3,19.1,2.4,5.8,238.8,ガンケル,阪神,56.7,2021,29,1
3.55,1.26,0.3,0.3,0.1,5.0,2.4,0.2,0.5,24.4,古谷　優人,ソフトバンク,5.7,2021,22,1
3.58,1.22,7.0,6.0,1.5,104.7,36.4,5.1,9.2,465.9,バーヘイゲン,日本ハム,111.7,2021,30,1
3.55,1.28,1.3,1.3,0.6,26.1,12.2,0.9,3.3,130.1,福田　俊,日本ハム,30.3,2021,24,1
3.72,1.39,1.1,1.3,0.5,22.4,10.8,1.1,2.6,107.5,ビエイラ,巨人,24.7,2021,28,1
3.62,1.22,2.3,2.0,0.8,35.8,16.8,2.1,3.6,189.4,瀧中　瞭太,楽天,45.0,2021,26,1
3.59,1.27,1.1,1.1,0.8,21.8,9.8,0.9,2.3,101.2,漆原　大晟,オリックス,23.7,2021,24,1
3.69,1.33,2.3,2.0,0.8,39.9,20.5,1.5,3.6,193.8,宮川　哲,西武,44.7,2021,25,1
3.47,1.22,0.9,0.9,0.4,13.9,6.2,0.7,1.4,68.9,宮城　大弥,オリックス,16.0,2021,19,1
3.69,1.26,1.7,1.7,0.7,28.1,14.4,1.2,2.9,146.7,津留﨑　大成,楽天,34.3,2021,23,1
3.52,1.24,0.3,0.4,0.2,5.5,2.7,0.3,0.7,27.2,古谷　拓郎,ロッテ,6.3,2021,20,1
3.86,1.41,1.6,1.8,0.7,27.0,13.0,1.2,3.1,146.7,歳内　宏明,ヤクルト,33.7,2021,27,1
3.74,1.33,1.0,1.0,0.5,17.9,8.9,0.7,2.0,91.4,小川　一平,阪神,21.0,2021,23,1
4.02,1.38,1.2,1.2,0.6,23.2,10.0,1.0,2.7,113.7,ゴンサレス,中日,26.3,2021,29,1
3.89,1.24,2.8,2.8,0.9,37.2,20.1,2.2,5.7,216.6,浜屋　将太,西武,50.7,2021,22,1
4.12,1.34,2.0,2.0,0.7,31.5,14.3,1.6,4.4,163.2,ピープルズ,DeNA,38.0,2021,29,1
3.69,1.3,0.4,0.5,0.2,7.5,3.6,0.3,0.9,38.8,大西　広樹,ヤクルト,9.0,2021,23,1
3.96,1.3,3.2,3.8,1.0,48.6,25.6,2.5,7.1,261.5,河野　竜生,日本ハム,60.3,2021,22,1
4.08,1.37,3.0,4.8,1.1,55.8,29.0,1.6,8.0,294.9,吉田　大喜,ヤクルト,67.3,2021,23,1
3.65,1.23,0.5,0.5,0.2,8.6,4.0,0.4,0.9,42.8,金久保　優斗,ヤクルト,10.0,2021,21,1
4.06,1.33,2.0,2.5,0.7,28.9,14.3,1.6,4.1,163.9,與座　海人,西武,38.0,2021,25,1
4.09,1.27,2.9,2.1,0.9,36.3,17.6,2.1,6.1,197.5,坂本　裕哉,DeNA,46.0,2021,23,1
4.24,1.35,1.2,1.7,0.7,21.8,10.9,1.5,2.6,114.0,Ｊ．Ｔ．シャギワ,楽天,26.3,2021,30,1
4.07,1.32,2.0,2.2,0.8,39.0,18.5,1.2,4.0,188.0,長谷川　宙輝,ヤクルト,43.3,2021,22,1
3.59,1.23,0.2,0.2,0.1,2.6,1.2,0.1,0.3,12.8,藤井　黎來,広島,3.0,2021,21,1
4.84,1.52,1.9,4.0,0.9,41.3,21.5,1.7,4.6,225.6,Ｋ．ジョンソン,広島,51.7,2021,36,1
4.32,1.33,2.2,2.2,0.8,37.3,15.5,2.0,5.5,183.0,岡野　祐一郎,中日,42.3,2021,26,1
4.37,1.38,1.1,1.3,0.5,18.6,8.5,0.8,2.3,91.9,ノリン,西武,21.3,2021,31,1
3.85,1.31,0.3,0.3,0.1,4.6,2.1,0.2,0.6,23.0,濱田　達郎,中日,5.3,2021,26,1
3.63,1.27,0.2,0.2,0.1,3.4,1.6,0.1,0.4,17.3,本田　仁海,オリックス,4.0,2021,21,1
4.03,1.32,0.8,0.8,0.4,14.3,7.4,0.7,1.9,73.5,橋本　侑樹,中日,17.0,2021,23,1
4.54,1.45,1.3,1.3,0.5,20.0,9.8,0.7,2.4,97.4,フローレス,ロッテ,22.3,2021,31,1
3.95,1.3,0.6,0.6,0.3,9.8,4.6,0.4,1.1,49.0,鈴木　健矢,日本ハム,11.3,2021,23,1
4.34,1.44,0.4,0.5,0.2,7.8,3.7,0.3,0.9,38.9,大嶺　祐太,ロッテ,9.0,2021,32,1
3.92,1.29,0.4,0.5,0.2,6.7,3.5,0.3,0.9,34.5,村西　良太,オリックス,8.0,2021,23,1
3.74,1.29,0.1,0.1,0.0,0.8,0.4,0.0,0.1,4.3,石井　将希,阪神,1.0,2021,25,1
4.8,1.46,1.1,1.6,0.5,19.5,9.4,0.8,3.4,106.3,イノーア,ヤクルト,24.0,2021,27,1
3.71,1.24,0.2,0.2,0.1,3.7,1.8,0.2,0.5,18.7,沼田　翔平,巨人,4.3,2021,20,1
3.89,1.3,0.2,0.2,0.1,2.6,1.2,0.1,0.3,12.9,マルク,中日,3.0,2021,25,1
3.65,1.24,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,松岡　洸希,西武,2.0,2021,20,1
3.76,1.27,0.1,0.1,0.0,1.1,0.5,0.1,0.1,5.7,鈴木　翔天,楽天,1.3,2021,24,1
4.55,1.42,0.4,0.6,0.2,6.8,3.4,0.3,0.8,35.1,スコット,広島,8.0,2021,28,1
3.89,1.31,0.1,0.1,0.0,0.8,0.4,0.0,0.1,4.3,横山　雄哉,阪神,1.0,2021,27,1
4.06,1.35,0.1,0.1,0.1,2.0,0.9,0.1,0.3,10.1,ディプラン,巨人,2.3,2021,27,1
3.74,1.24,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,奥川　恭伸,ヤクルト,2.0,2021,19,1
3.72,1.25,0.1,0.1,0.0,0.9,0.4,0.0,0.1,4.3,尾形　崇斗,ソフトバンク,1.0,2021,21,1
