ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
3.6,1.27,1.7,1.6,0.5,26.2,11.4,0.8,3.5,127.3,澤田　圭佑,オリックス,29.8,2021,26,3
4.28,1.47,1.9,1.8,0.9,33.4,16.3,1.5,4.6,166.5,能見　篤史,阪神,39.0,2021,41,3
3.8,1.32,1.4,1.2,0.5,18.3,8.6,0.7,2.3,97.6,田原　誠次,巨人,23.1,2021,31,2
4.23,1.44,2.5,2.3,0.6,49.8,20.6,2.2,4.7,209.3,パットン,DeNA,48.3,2021,33,3
3.36,1.18,2.5,2.5,5.0,52.3,18.7,1.4,5.2,218.5,石川　直也,日本ハム,51.9,2021,24,2
3.52,1.21,8.8,6.6,0.9,103.6,34.0,3.4,14.7,538.4,大瀬良　大地,広島,129.7,2021,29,3
3.94,1.38,1.3,1.0,0.4,18.5,7.2,0.9,2.2,86.6,桑原　謙太朗,阪神,20.2,2021,35,3
3.97,1.39,0.3,0.3,0.2,5.7,2.6,0.2,0.7,28.5,モレノ,阪神,6.7,2021,33,1
3.74,1.41,1.9,1.6,4.7,24.8,12.7,1.1,3.4,134.1,中﨑　翔太,広島,30.4,2021,28,3
3.6,1.21,6.2,3.6,0.9,93.1,28.8,3.1,10.9,404.6,岸　孝之,楽天,99.0,2021,36,3
3.56,1.28,2.1,2.8,11.5,44.6,18.0,1.1,5.0,212.0,山﨑　康晃,DeNA,49.9,2021,28,3
3.58,1.29,1.0,1.0,0.4,15.7,8.5,0.6,2.0,88.5,伊藤　翔,西武,20.5,2021,22,3
4.15,1.33,7.6,8.1,0.9,104.4,35.7,2.6,17.6,555.4,小川　泰弘,ヤクルト,129.8,2021,30,3
3.8,1.39,1.1,1.1,0.7,19.9,9.1,0.7,2.3,92.2,ジャクソン,ロッテ,21.5,2021,33,2
4.3,1.43,2.3,2.2,0.7,29.8,15.5,1.5,4.4,158.1,ヤングマン,巨人,36.5,2021,31,2
3.09,1.18,2.2,2.7,18.5,49.1,17.7,2.0,5.3,225.6,森　唯斗,ソフトバンク,54.4,2021,29,3
3.58,1.24,2.0,1.9,0.5,28.9,12.8,1.6,3.2,148.1,畠　世周,巨人,35.0,2021,26,3
3.6,1.29,2.1,2.1,0.6,29.8,11.8,1.1,3.9,155.8,唐川　侑己,ロッテ,37.1,2021,31,3
3.59,1.23,3.9,3.2,0.9,47.7,21.1,1.7,5.4,233.5,杉浦　稔大,日本ハム,55.9,2021,29,3
3.43,1.25,3.1,3.8,10.4,48.9,18.2,1.8,4.3,228.1,ドリス,阪神,54.6,2021,33,2
3.81,1.35,1.5,1.8,0.9,27.0,11.7,1.2,3.1,136.1,一岡　竜司,広島,31.6,2021,30,3
2.5,1.0,6.7,4.8,1.1,110.1,35.3,4.1,7.8,456.3,山本　由伸,オリックス,113.7,2021,22,3
4.1,1.43,1.4,1.7,1.5,24.5,10.6,0.9,2.7,116.4,マシソン,巨人,27.2,2021,37,2
3.88,1.37,6.0,6.9,0.9,84.2,44.8,4.0,10.1,468.3,ガルシア,阪神,108.1,2021,28,3
4.07,1.43,0.6,0.7,0.3,10.7,5.4,0.4,1.3,54.3,南　昌輝,ロッテ,12.5,2021,32,3
3.27,1.19,5.0,3.5,0.8,50.0,29.6,6.2,5.9,320.8,高橋　礼,ソフトバンク,76.4,2021,25,3
4.15,1.34,2.5,3.3,0.7,53.6,25.2,3.5,7.0,244.8,高橋　奎二,ヤクルト,55.5,2021,23,3
4.21,1.45,0.3,0.3,0.3,5.2,2.3,0.2,0.6,25.6,サファテ,ソフトバンク,6.0,2021,39,1
3.73,1.39,0.9,1.0,0.4,16.9,8.5,0.9,1.7,90.0,三上　朋也,DeNA,21.0,2021,31,3
3.68,1.32,1.9,1.7,0.8,30.8,14.9,1.2,3.7,162.5,岡本　健,ソフトバンク,38.3,2021,28,1
4.04,1.41,7.0,5.0,1.2,88.6,45.6,3.7,11.0,468.7,ボルシンガー,ロッテ,109.3,2021,33,2
3.5,1.19,11.1,6.6,2.3,145.5,55.2,5.2,16.3,678.8,菊池　雄星,西武,163.7,2021,29,1
4.26,1.37,4.6,5.4,0.8,67.1,23.6,2.7,10.5,365.7,アルバース,オリックス,86.7,2021,35,3
3.16,1.22,3.1,4.2,12.8,52.6,21.7,2.2,4.6,237.7,益田　直也,ロッテ,57.3,2021,31,3
3.9,1.32,3.3,4.1,0.7,49.3,21.1,2.6,6.3,257.0,原　樹理,ヤクルト,59.6,2021,27,3
4.07,1.3,1.2,1.6,0.5,25.4,10.4,1.0,3.8,135.1,大下　佑馬,ヤクルト,31.6,2021,28,3
3.36,1.3,5.5,4.5,1.2,91.4,32.3,3.2,7.2,398.0,ジョンソン,広島,95.5,2021,36,2
4.08,1.31,1.9,2.2,0.6,30.7,13.2,0.9,4.1,166.0,上原　健太,日本ハム,38.8,2021,27,3
3.34,1.28,2.5,2.2,1.4,37.0,15.6,1.1,3.8,201.6,祖父江　大輔,中日,48.6,2021,33,3
3.59,1.37,1.2,1.6,0.4,19.9,9.7,1.1,2.0,97.8,松永　昂大,ロッテ,22.9,2021,32,3
3.29,1.23,7.1,5.2,0.9,94.4,36.5,2.6,8.8,444.2,上沢　直之,日本ハム,105.5,2021,27,3
4.58,1.5,1.9,2.7,0.6,32.6,16.1,2.1,5.0,186.1,岩田　稔,阪神,43.0,2021,37,3
3.82,1.34,2.2,2.2,0.6,34.2,14.7,2.4,4.3,195.7,村田　透,日本ハム,46.4,2021,35,3
4.57,1.43,4.1,2.9,0.7,46.6,22.2,5.0,8.1,287.3,榎田　大樹,西武,66.2,2021,34,3
3.46,1.26,5.6,3.5,0.8,72.7,35.2,2.4,9.3,363.5,東浜　巨,ソフトバンク,87.1,2021,30,3
3.38,1.28,6.0,6.5,0.9,79.6,35.9,5.4,7.9,438.0,青柳　晃洋,阪神,103.5,2021,27,3
3.68,1.27,3.1,3.5,1.0,48.9,21.5,1.4,5.3,218.2,近藤　大亮,オリックス,51.5,2021,29,2
3.89,1.35,1.6,2.1,0.6,25.8,11.9,1.4,2.5,134.9,バリオス,DeNA,31.5,2021,32,2
4.14,1.43,1.8,1.4,0.5,24.7,13.1,1.5,3.1,135.7,加治屋　蓮,ソフトバンク,31.2,2021,29,3
3.79,1.31,4.1,3.6,0.7,56.9,25.2,2.7,6.0,280.9,平井　克典,西武,65.8,2021,29,3
3.6,1.27,1.2,1.5,0.5,26.2,13.0,0.8,3.3,129.2,松本　裕樹,ソフトバンク,30.2,2021,24,3
4.12,1.35,0.6,0.7,0.3,10.0,4.9,0.5,1.3,52.3,相内　誠,西武,12.0,2021,26,2
3.64,1.29,4.8,4.7,0.8,66.6,25.3,1.3,8.3,322.1,岩貞　祐太,阪神,76.0,2021,29,3
3.71,1.27,1.2,1.3,0.4,21.0,9.9,1.2,2.4,107.0,小野　郁,ロッテ,25.1,2021,24,3
3.27,1.2,4.4,4.8,0.8,60.7,23.6,1.6,6.9,312.0,平良　拳太郎,DeNA,74.8,2021,25,3
4.01,1.38,1.4,1.1,0.4,19.8,9.9,0.7,2.6,96.2,中尾　輝,ヤクルト,21.9,2021,26,3
3.9,1.35,5.3,7.4,1.5,82.6,40.8,4.1,11.0,467.3,マルティネス,日本ハム,108.1,2021,28,2
3.0,1.22,11.1,7.1,1.0,164.6,61.5,5.0,13.6,610.5,千賀　滉大,ソフトバンク,145.8,2021,28,3
3.68,1.31,0.9,0.8,0.4,14.4,7.4,1.0,1.8,74.1,野田　昇吾,西武,17.2,2021,27,3
3.84,1.32,1.4,1.2,0.6,30.5,13.4,1.6,3.5,135.7,西村　天裕,日本ハム,31.3,2021,27,3
4.21,1.43,4.8,4.8,0.9,59.6,26.2,2.3,7.3,325.5,井納　翔一,DeNA,75.7,2021,34,3
3.85,1.4,2.2,3.1,7.1,45.4,20.1,1.8,4.1,218.4,ディクソン,オリックス,51.5,2021,36,3
4.11,1.28,3.4,4.1,0.8,56.8,19.0,1.6,7.7,287.4,塩見　貴洋,楽天,69.3,2021,32,3
3.17,1.2,3.2,3.5,0.7,60.2,21.9,2.6,5.3,253.5,エスコバー,DeNA,60.9,2021,28,3
3.11,1.16,10.0,8.1,1.0,120.0,39.6,6.1,14.5,654.7,西　勇輝,阪神,159.6,2021,30,3
3.24,1.17,6.5,3.3,0.8,67.8,29.0,6.2,8.5,329.5,石川　柊太,ソフトバンク,79.4,2021,29,3
3.83,1.35,0.8,0.8,0.4,16.3,8.0,0.8,2.2,89.7,田村　伊知郎,西武,20.8,2021,26,3
3.61,1.29,1.0,1.0,0.4,20.5,9.9,1.4,2.5,104.7,砂田　毅樹,DeNA,24.3,2021,25,3
4.5,1.41,1.2,1.4,0.4,18.5,8.6,0.9,2.5,106.1,山中　浩史,ヤクルト,24.8,2021,35,3
4.34,1.44,6.4,6.8,1.3,98.0,46.5,3.6,12.0,506.8,メッセンジャー,阪神,119.6,2021,39,2
4.43,1.49,1.6,2.3,0.8,28.7,12.2,1.4,3.7,146.7,上原　浩治,巨人,34.7,2021,45,1
3.33,1.24,3.8,4.9,0.8,74.1,25.8,1.4,6.5,325.1,髙橋　遥人,阪神,76.9,2021,25,3
4.13,1.52,2.6,2.4,1.0,39.6,19.0,1.1,5.1,194.8,近藤　一樹,ヤクルト,44.8,2021,37,3
3.15,1.16,3.6,5.4,9.3,78.0,26.7,2.4,5.7,284.7,松井　裕樹,楽天,68.2,2021,25,3
3.41,1.18,1.7,1.6,0.7,31.5,13.9,1.3,4.1,160.4,藤嶋　健人,中日,38.1,2021,22,3
3.58,1.28,11.2,7.0,1.7,158.7,61.1,9.5,13.8,685.1,山口　俊,巨人,163.1,2021,33,2
3.91,1.38,0.2,0.2,0.1,3.9,1.9,0.2,0.4,20.0,中後　悠平,DeNA,4.7,2021,31,2
3.73,1.27,6.2,6.9,0.9,107.8,34.4,4.0,12.0,479.2,則本　昂大,楽天,113.2,2021,30,3
4.06,1.35,7.2,6.4,0.9,101.9,39.4,4.1,14.9,534.1,涌井　秀章,楽天,126.5,2021,34,3
3.9,1.35,3.0,3.0,3.5,41.3,20.4,3.0,4.5,219.5,トンキン,日本ハム,51.0,2021,31,1
4.1,1.35,0.3,0.3,0.1,4.3,2.1,0.2,0.5,21.9,濱矢　廣大,DeNA,5.1,2021,28,2
4.2,1.41,1.8,2.0,0.5,23.6,11.9,1.2,4.2,145.2,有吉　優樹,ロッテ,33.5,2021,30,3
3.7,1.27,4.3,4.0,1.1,56.2,31.2,3.1,9.0,351.6,アドゥワ　誠,広島,81.2,2021,22,2
4.64,1.55,1.7,1.6,0.5,22.8,11.4,1.7,2.6,117.3,松坂　大輔,中日,26.8,2021,40,2
3.81,1.29,1.9,2.2,0.5,33.8,14.6,0.8,3.2,152.0,山田　修義,オリックス,36.1,2021,29,3
4.13,1.34,6.8,5.8,1.3,78.0,38.3,6.5,10.4,483.5,多和田　真三郎,西武,111.9,2021,27,2
3.99,1.33,1.9,2.0,0.8,35.9,15.2,1.5,3.8,175.5,吉田　一将,オリックス,41.4,2021,31,3
4.21,1.41,1.0,0.9,0.5,18.1,8.2,1.2,2.3,95.3,岡本　洋介,阪神,22.2,2021,35,2
4.08,1.37,3.1,3.6,7.1,50.9,21.9,2.0,5.7,248.4,内　竜也,ロッテ,58.7,2021,35,1
3.58,1.19,6.3,4.8,0.8,66.3,21.1,2.1,10.2,370.7,秋山　拓巳,阪神,89.8,2021,29,3
3.68,1.28,4.3,2.8,0.8,57.0,25.6,3.6,7.9,308.0,今村　信貴,巨人,72.6,2021,27,3
3.89,1.33,0.3,0.3,0.2,5.7,2.7,0.3,0.7,28.5,尾仲　祐哉,阪神,6.6,2021,26,3
4.21,1.42,0.7,0.6,0.3,12.0,6.3,0.6,1.2,58.1,西宮　悠介,楽天,13.3,2021,29,2
3.7,1.28,0.2,0.2,0.1,4.0,1.9,0.2,0.5,20.0,宮台　康平,日本ハム,4.7,2021,25,1
4.46,1.43,2.2,2.7,0.6,32.2,13.3,2.1,5.4,193.4,吉見　一起,中日,45.3,2021,36,3
4.17,1.43,4.9,5.9,1.7,80.8,37.5,3.5,10.4,428.1,金子　千尋,オリックス,100.0,2021,37,1
3.6,1.21,3.1,2.3,0.7,41.0,15.9,1.8,5.9,226.0,大竹　耕太郎,ソフトバンク,54.0,2021,25,3
3.78,1.36,5.1,4.8,0.8,77.1,39.9,3.1,8.3,364.7,濵口　遥大,DeNA,83.8,2021,26,3
4.06,1.32,7.6,6.4,0.9,87.0,33.7,4.1,14.2,541.5,石川　歩,ロッテ,128.4,2021,32,3
3.79,1.41,1.5,1.4,0.6,29.7,16.6,1.1,3.3,162.7,チェン・グァンユウ,ロッテ,37.5,2021,30,3
3.75,1.13,6.6,6.1,0.9,92.8,29.4,3.8,10.6,440.7,二木　康太,ロッテ,106.7,2021,25,3
3.89,1.32,0.8,1.1,0.7,15.2,8.0,0.7,1.9,81.7,アダメス,巨人,19.0,2021,26,2
3.47,1.21,7.4,6.5,0.9,107.0,39.3,4.0,13.2,510.5,山岡　泰輔,オリックス,122.1,2021,25,3
4.16,1.46,0.3,0.3,0.1,5.0,2.3,0.2,0.6,26.0,髙橋　聡文,阪神,6.0,2021,37,2
4.31,1.41,0.4,0.3,0.2,5.5,2.8,0.3,0.7,28.8,伊藤　準規,中日,6.6,2021,30,2
3.76,1.27,4.0,2.7,4.8,56.6,23.6,1.6,6.0,255.5,三嶋　一輝,DeNA,61.1,2021,30,3
4.06,1.38,1.3,1.6,0.6,22.2,10.1,1.1,3.0,114.8,ジー,中日,27.0,2021,34,1
4.31,1.43,1.4,1.6,0.5,26.7,15.5,0.9,3.7,140.6,星　知弥,ヤクルト,32.1,2021,26,3
4.24,1.42,6.8,7.7,1.3,88.9,45.3,6.0,13.1,568.3,ブキャナン,ヤクルト,131.7,2021,31,2
4.87,1.53,2.0,2.6,0.6,30.3,15.6,1.6,5.7,174.2,山井　大介,中日,40.6,2021,42,3
4.15,1.43,4.5,5.1,1.2,66.7,35.3,3.1,9.6,367.0,辛島　航,楽天,84.5,2021,30,3
3.71,1.2,4.3,4.6,0.8,69.3,31.2,3.9,9.1,360.1,田嶋　大樹,オリックス,84.7,2021,24,3
3.96,1.39,0.7,0.6,0.3,10.8,5.3,0.5,1.2,58.1,池田　駿,楽天,13.4,2021,28,3
4.21,1.39,1.0,0.9,0.4,15.3,8.1,1.4,2.2,86.2,小石　博孝,西武,20.0,2021,33,2
3.77,1.26,2.6,2.8,0.6,38.1,18.0,1.8,5.9,203.5,小笠原　慎之介,中日,47.6,2021,23,3
4.27,1.35,1.8,2.5,0.6,32.5,16.8,0.9,4.5,169.6,古川　侑利,巨人,39.2,2021,25,3
3.52,1.27,2.8,3.0,0.9,38.0,18.7,2.2,4.4,212.1,玉井　大翔,日本ハム,50.0,2021,28,3
4.06,1.34,3.9,3.3,1.0,53.8,27.9,2.8,7.0,288.8,笠原　祥太郎,中日,66.4,2021,26,2
3.9,1.34,0.6,0.5,0.2,8.9,3.9,0.4,1.0,45.6,高野　圭佑,ロッテ,10.7,2021,29,2
4.33,1.46,2.4,2.6,0.7,33.5,14.5,1.7,4.9,183.5,内海　哲也,西武,42.6,2021,38,2
3.96,1.35,5.7,4.4,2.6,78.2,38.7,3.7,8.8,409.4,カラシティー,ヤクルト,94.7,2021,29,1
4.44,1.41,0.4,0.5,0.2,9.4,4.8,0.4,1.1,43.5,石崎　剛,ロッテ,10.0,2021,30,3
4.21,1.4,5.8,4.6,0.8,60.6,30.6,2.8,8.6,393.0,野村　祐輔,広島,91.1,2021,31,3
4.21,1.48,1.8,1.6,0.9,26.8,13.9,1.3,3.2,138.1,ワグナー,西武,32.0,2021,37,1
4.19,1.33,1.6,2.5,6.4,33.5,14.6,1.3,4.8,167.1,秋吉　亮,日本ハム,39.2,2021,32,3
3.57,1.29,7.6,6.3,0.9,99.9,43.9,3.0,11.8,525.2,九里　亜蓮,広島,123.9,2021,29,3
4.22,1.38,1.6,2.1,0.5,24.8,12.7,1.1,3.7,133.5,吉川　光夫,日本ハム,31.1,2021,32,3
3.65,1.32,1.5,1.5,0.5,26.4,13.0,1.0,3.0,133.5,鍵谷　陽平,巨人,31.4,2021,30,3
4.55,1.37,3.4,2.7,0.7,45.5,20.0,2.2,6.8,216.8,バンデンハーク,ソフトバンク,51.1,2021,35,3
3.83,1.29,1.1,1.1,0.5,25.4,12.0,1.3,3.3,126.6,望月　惇志,阪神,29.4,2021,23,3
4.31,1.38,0.5,0.7,0.2,8.6,4.6,0.4,1.2,45.5,岩本　輝,オリックス,10.5,2021,28,2
4.5,1.41,1.1,1.3,0.5,23.8,11.8,1.1,3.6,117.7,風張　蓮,ヤクルト,26.9,2021,28,3
4.17,1.38,1.2,1.6,2.2,19.4,10.8,0.9,2.6,105.0,鈴木　博志,中日,23.8,2021,24,3
4.64,1.43,3.6,4.5,0.8,52.5,29.5,3.6,9.1,326.6,十亀　剣,西武,75.1,2021,33,3
3.97,1.29,2.0,2.6,0.7,33.5,19.2,2.0,5.8,173.3,藤平　尚真,楽天,39.8,2021,22,2
3.79,1.37,1.5,1.0,0.4,18.7,8.3,1.0,2.2,97.2,田中　靖洋,ロッテ,22.9,2021,33,3
3.99,1.38,0.8,0.8,0.3,13.6,6.3,0.6,1.6,65.7,由規,楽天,15.3,2021,31,2
4.32,1.36,3.6,3.9,1.1,56.5,27.8,2.3,7.4,299.0,武田　翔太,ソフトバンク,69.2,2021,27,3
4.14,1.39,4.8,4.0,2.2,60.0,33.2,3.7,6.9,320.9,カスティーヨ,西武,74.3,2021,32,1
4.48,1.4,4.4,6.0,0.8,80.8,34.8,2.6,12.5,402.3,高梨　裕稔,ヤクルト,92.7,2021,29,3
3.83,1.3,1.7,1.7,0.8,28.5,13.0,1.1,3.4,145.2,黒木　優太,オリックス,34.0,2021,26,1
4.16,1.53,1.2,0.9,0.4,15.9,8.4,0.8,1.9,83.9,五十嵐　亮太,ヤクルト,19.2,2021,41,3
3.82,1.28,6.5,5.4,0.9,77.7,37.3,6.4,9.0,414.6,髙橋　光成,西武,96.4,2021,24,3
3.95,1.25,0.2,0.2,0.1,2.8,1.3,0.1,0.4,14.5,成田　翔,ロッテ,3.4,2021,23,2
4.09,1.41,0.2,0.2,0.1,3.3,1.5,0.1,0.4,17.1,山本　哲哉,ヤクルト,4.0,2021,35,1
3.74,1.31,0.1,0.1,0.1,1.7,0.8,0.1,0.2,8.6,青山　大紀,オリックス,2.0,2021,26,1
3.77,1.3,4.5,4.9,0.8,67.2,27.3,3.0,7.9,353.2,加藤　貴之,日本ハム,83.2,2021,28,3
2.92,1.16,2.9,2.3,1.5,59.5,22.3,2.5,4.2,214.1,モイネロ,ソフトバンク,51.2,2021,25,3
4.16,1.45,1.9,2.2,1.0,32.4,15.0,1.5,3.5,162.5,シェッパーズ,ロッテ,37.7,2021,34,1
3.4,1.14,9.5,7.6,1.3,119.0,35.9,6.3,13.6,566.6,有原　航平,日本ハム,137.7,2021,28,3
4.21,1.34,7.0,5.3,0.9,89.3,30.7,2.8,12.8,502.6,美馬　学,ロッテ,118.9,2021,34,3
3.74,1.31,4.5,4.4,0.8,61.7,31.9,2.5,8.6,326.9,岩下　大輝,ロッテ,76.0,2021,24,3
4.16,1.31,2.9,3.2,0.7,40.8,23.6,2.0,6.7,244.2,山﨑　福也,オリックス,57.4,2021,28,3
3.83,1.28,2.8,3.2,0.8,39.8,17.7,1.8,4.7,191.0,才木　浩人,阪神,43.9,2021,22,2
4.64,1.49,1.9,1.6,1.2,29.5,12.6,1.9,3.5,148.5,岩瀬　仁紀,中日,35.0,2021,46,1
3.63,1.34,1.6,2.5,0.9,37.3,15.5,1.6,3.4,160.9,澤村　拓一,巨人,37.9,2021,32,3
4.2,1.35,1.1,1.8,0.5,21.1,10.2,1.0,3.3,109.2,飯塚　悟史,DeNA,25.2,2021,24,2
4.0,1.45,3.2,3.4,0.9,48.8,31.3,2.1,5.4,267.6,小野　泰己,阪神,60.8,2021,26,2
4.53,1.55,3.7,3.7,1.3,52.2,23.7,2.1,7.5,283.9,ウルフ,西武,66.0,2021,40,1
4.21,1.39,2.2,2.4,0.9,34.0,14.7,1.3,5.1,174.6,野上　亮磨,巨人,40.9,2021,33,2
4.11,1.29,3.9,5.3,1.3,64.0,26.5,3.8,10.0,347.1,田口　麗斗,巨人,80.6,2021,25,3
4.23,1.4,4.8,5.5,0.8,72.2,47.5,4.6,9.8,404.3,今井　達也,西武,90.5,2021,22,3
3.89,1.34,1.3,1.4,0.6,22.4,10.8,0.9,2.7,120.8,渡邉　啓太,ロッテ,28.0,2021,27,1
4.36,1.46,0.5,0.4,0.2,6.9,3.1,0.3,0.8,35.0,永川　勝浩,広島,8.2,2021,40,2
4.17,1.43,0.5,0.5,0.2,7.9,3.8,0.3,1.0,39.9,浅尾　拓也,中日,9.3,2021,36,1
3.98,1.32,2.7,2.6,0.6,45.5,19.3,2.0,5.1,198.2,国吉　佑樹,DeNA,46.4,2021,29,3
4.42,1.41,3.1,4.8,1.9,66.5,27.1,2.6,8.4,332.0,ハフ,ヤクルト,78.0,2021,36,2
4.67,1.47,5.3,6.4,0.9,72.5,30.9,3.4,12.5,431.2,石川　雅規,ヤクルト,100.9,2021,41,3
4.28,1.47,0.8,0.7,0.4,12.6,5.9,0.7,1.5,63.4,松岡　健一,ヤクルト,14.7,2021,38,1
3.17,1.2,3.0,2.1,1.1,47.4,18.8,2.4,4.8,209.0,岩崎　優,阪神,49.9,2021,29,3
3.48,1.25,2.9,3.6,0.7,61.7,23.0,2.0,6.7,272.9,石田　健大,DeNA,64.6,2021,28,3
4.29,1.41,4.6,6.2,1.6,79.5,34.2,4.0,11.4,398.4,ウィーランド,DeNA,92.0,2021,31,1
