ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
2.67,1.12,0.2,0.2,0.1,3.4,1.3,0.2,0.3,18.0,大野　稼頭央,ソフトバンク,4.3,2026,21,1
2.79,1.15,0.2,0.2,0.1,2.4,0.9,0.1,0.2,12.5,椎葉　剛,阪神,3.0,2026,24,1
2.71,1.1,0.1,0.1,0.1,2.1,0.8,0.1,0.2,11.1,茨木　秀俊,阪神,2.7,2026,21,1
2.84,1.17,0.1,0.1,0.1,1.6,0.6,0.1,0.1,8.3,宮﨑　颯,ソフトバンク,2.0,2026,25,1
2.83,1.14,0.1,0.1,0.0,1.1,0.4,0.1,0.1,5.6,林　優樹,楽天,1.3,2026,24,1
2.71,1.09,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,福田　幸之介,中日,1.0,2026,20,1
2.68,1.09,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,山口　廉王,オリックス,1.0,2026,19,1
2.74,1.11,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,坂本　拓己,ヤクルト,1.0,2026,21,1
2.68,1.09,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,坂井　遼,ロッテ,1.0,2026,19,1
2.7,1.2,1.4,1.2,0.7,22.8,8.6,0.8,1.7,110.2,Ｅ．ラミレス,西武,26.7,2026,31,1
2.4,1.07,2.2,2.0,0.9,39.4,13.8,1.7,2.5,173.2,荘司　宏太,ヤクルト,42.7,2026,25,1
2.56,1.08,0.8,0.8,0.4,13.9,4.5,0.5,1.2,66.2,辻　大雅,広島,16.0,2026,21,1
2.36,1.06,5.4,4.1,1.5,90.5,23.9,4.6,4.1,365.5,デュプランティエ,阪神,90.7,2026,31,1
2.61,1.1,2.5,1.8,0.9,29.5,10.8,1.3,2.7,152.2,竹田　祐,DeNA,37.3,2026,26,1
2.7,1.17,2.1,2.9,1.0,46.6,15.6,1.9,3.0,192.7,ウィンゲンター,西武,46.7,2026,31,1
2.8,1.21,1.8,1.6,0.8,26.2,9.5,1.4,2.3,136.2,ネルソン,阪神,32.7,2026,30,1
2.78,1.22,1.1,1.2,0.6,18.4,7.1,1.1,1.6,98.5,颯,DeNA,23.3,2026,27,1
3.12,1.29,1.1,1.1,0.5,15.2,5.5,0.6,1.3,77.3,ドリス,阪神,18.7,2026,38,1
2.92,1.22,1.6,2.2,1.2,25.9,9.9,1.8,2.2,134.0,マルテ,中日,32.3,2026,34,1
2.67,1.09,0.5,0.5,0.3,7.2,2.8,0.3,0.6,37.4,大内　誠弥,楽天,9.0,2026,20,1
2.52,1.14,2.7,2.7,1.3,36.5,14.9,1.6,3.3,199.4,山田　陽翔,西武,47.7,2026,21,1
2.66,1.13,1.5,1.3,0.9,23.1,8.3,1.1,2.1,125.3,片山　楽生,オリックス,30.0,2026,23,1
2.78,1.17,3.3,2.2,1.0,38.4,13.4,1.9,2.8,200.9,ハワード,楽天,48.7,2026,29,1
2.68,1.07,0.2,0.2,0.1,3.2,1.2,0.1,0.3,16.6,菊地　ハルン,広島,4.0,2026,19,1
2.56,1.11,5.5,6.5,1.7,85.3,29.0,3.2,6.0,453.6,伊原　陵人,阪神,110.0,2026,25,1
2.68,1.1,12.7,9.0,2.2,181.5,40.1,7.8,14.6,805.7,伊藤　大海,日本ハム,196.7,2026,28,1
2.91,1.19,1.3,1.1,0.5,16.6,6.5,1.0,1.4,87.9,河村　説人,ロッテ,21.0,2026,28,1
2.66,1.09,3.8,5.6,1.6,78.2,24.3,3.4,7.8,399.5,金丸　夢斗,中日,96.7,2026,23,1
2.86,1.11,1.7,1.5,0.7,23.2,8.4,1.3,2.1,121.4,下川　隼佑,ヤクルト,29.7,2026,26,1
2.8,1.14,1.9,1.9,0.9,34.0,10.5,1.4,2.4,169.4,岡本　駿,広島,40.7,2026,23,1
2.7,1.06,0.6,0.6,0.3,9.7,3.3,0.6,0.8,51.2,柴田　獅子,日本ハム,12.3,2026,19,1
2.92,1.19,0.7,0.7,0.4,11.2,3.8,0.5,0.9,57.2,木下　里都,阪神,13.7,2026,25,1
2.84,1.07,3.4,3.1,1.7,53.3,19.4,2.4,5.6,282.6,木村　優人,ロッテ,68.0,2026,20,1
2.89,1.19,0.8,1.0,0.4,13.6,5.8,0.7,1.0,68.6,工藤　泰成,阪神,16.3,2026,24,1
2.9,1.17,0.1,0.2,0.1,2.1,0.8,0.1,0.2,11.1,戸田　懐生,巨人,2.7,2026,25,1
2.97,1.28,1.6,1.6,0.7,23.9,11.7,1.2,2.0,134.0,江原　雅裕,楽天,31.3,2026,25,1
3.22,1.23,4.8,7.1,1.6,84.0,29.1,3.5,7.1,429.4,マラー,中日,101.7,2026,28,1
3.15,1.23,2.3,2.5,0.9,29.2,11.8,1.3,3.0,158.2,森田　駿哉,巨人,37.7,2026,29,1
2.92,1.17,1.3,1.5,0.6,19.7,8.4,0.8,1.6,104.9,佐藤　柳之介,広島,25.0,2026,23,1
3.01,1.16,1.8,1.8,0.8,27.9,9.5,1.0,2.7,135.1,古林　睿煬,日本ハム,32.3,2026,25,1
3.04,1.21,0.8,0.6,0.3,9.8,4.0,0.5,0.9,51.6,ハートウィグ,阪神,12.3,2026,28,1
2.9,1.12,0.7,0.7,0.4,12.1,4.3,0.5,1.1,60.9,宮原　駿介,巨人,14.7,2026,23,1
3.36,1.31,1.4,1.4,0.7,21.3,9.6,1.0,1.9,111.7,ドミンゲス,広島,26.7,2026,36,1
3.36,1.28,4.8,4.8,1.5,70.9,31.5,4.4,8.6,363.8,サモンズ,ロッテ,85.7,2026,30,1
3.63,1.28,4.9,7.9,1.8,96.6,32.4,5.9,8.4,525.7,ボス,ロッテ,125.0,2026,33,1
3.43,1.21,5.5,5.9,1.5,64.4,26.7,3.5,5.1,343.2,アビラ,ヤクルト,82.3,2026,29,1
3.24,1.25,1.2,1.0,0.6,18.0,6.9,1.0,1.5,92.2,藤浪　晋太郎,DeNA,22.0,2026,31,1
3.17,1.3,0.7,0.9,0.4,12.9,5.3,0.5,1.3,63.9,バウマン,ヤクルト,15.0,2026,30,1
3.59,1.34,4.7,8.6,1.8,99.1,43.1,3.8,9.6,496.3,ランバート,ヤクルト,116.3,2026,28,1
2.93,1.15,0.2,0.2,0.1,3.2,1.2,0.2,0.3,16.6,山田　龍聖,巨人,4.0,2026,25,1
3.08,1.15,1.1,1.4,0.5,17.0,6.0,0.7,1.8,85.1,廣池　康志郎,ロッテ,20.3,2026,23,1
2.96,1.17,0.5,0.5,0.3,7.0,2.8,0.3,0.7,37.7,吉田　聖弥,中日,9.0,2026,23,1
3.09,1.13,0.9,0.7,0.4,11.8,4.2,0.5,1.0,59.1,入山　海斗,オリックス,14.3,2026,25,1
2.95,1.13,0.6,0.8,0.4,10.0,3.9,0.4,1.0,51.7,孫　易磊,日本ハム,12.3,2026,21,1
3.32,1.24,1.9,2.2,0.8,26.9,11.6,1.1,2.4,152.0,寺西　成騎,オリックス,35.7,2026,23,1
2.98,1.18,0.3,0.3,0.2,5.3,2.2,0.2,0.4,28.0,中込　陽翔,楽天,6.7,2026,24,1
3.11,1.21,0.9,1.0,0.4,13.2,5.0,0.9,1.3,69.6,中村　優斗,ヤクルト,16.3,2026,23,1
3.13,1.2,0.6,0.6,0.3,9.0,3.2,0.5,0.7,47.7,権田　琉成,オリックス,11.3,2026,26,1
3.03,1.18,0.6,0.6,0.3,10.5,4.1,0.4,1.2,53.4,黒田　将矢,西武,12.7,2026,22,1
2.96,1.11,0.5,0.5,0.3,7.2,2.9,0.5,0.7,37.8,吉川　悠斗,ロッテ,9.0,2026,21,1
3.83,1.38,1.1,1.3,0.6,15.8,6.1,0.8,1.8,83.0,ゲレーロ,ロッテ,19.7,2026,39,1
3.34,1.26,0.6,0.6,0.3,9.6,3.9,0.4,0.9,52.0,博志,オリックス,12.3,2026,29,1
3.0,1.2,0.2,0.2,0.1,3.3,1.2,0.1,0.3,16.8,松岡　洸希,日本ハム,4.0,2026,25,1
3.07,1.15,0.5,0.5,0.3,8.5,3.7,0.4,0.8,46.3,早坂　響,ロッテ,11.0,2026,20,1
3.18,1.2,0.4,0.4,0.2,6.3,2.3,0.3,0.6,33.5,若松　尚輝,DeNA,8.0,2026,25,1
2.97,1.13,0.3,0.3,0.2,4.7,1.7,0.2,0.4,23.7,斉藤　優汰,広島,5.7,2026,21,1
3.49,1.28,0.4,0.5,0.2,6.4,2.2,0.3,0.6,32.1,岡田　俊哉,中日,7.7,2026,34,1
2.78,1.11,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,武田　陸玖,DeNA,1.0,2026,20,1
2.87,1.15,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,一條　力真,ロッテ,1.0,2026,23,1
3.11,1.16,0.3,0.3,0.2,4.3,1.7,0.2,0.4,22.4,篠木　健太郎,DeNA,5.3,2026,23,1
3.07,1.15,0.4,0.4,0.2,5.8,2.1,0.3,0.5,29.7,篠原　響,西武,7.0,2026,19,1
3.28,1.18,0.5,0.7,0.3,8.2,3.2,0.4,0.7,42.6,東松　快征,オリックス,10.0,2026,20,1
3.13,1.19,0.2,0.2,0.1,2.8,1.0,0.2,0.2,14.1,草加　勝,中日,3.3,2026,24,1
2.94,1.16,0.1,0.1,0.0,1.1,0.4,0.1,0.1,5.6,マルセリーノ,DeNA,1.3,2026,23,1
3.07,1.2,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,岩田　将貴,DeNA,1.0,2026,27,1
3.01,1.18,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,橋本　達弥,DeNA,1.0,2026,25,1
3.01,1.17,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,岩崎　峻典,ソフトバンク,1.0,2026,23,1
3.31,1.24,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,二木　康太,ロッテ,1.0,2026,30,1
3.15,1.19,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,沼田　翔平,ヤクルト,1.0,2026,25,1
